order_id,customer_id,order_date,delivery_date,total_amount,discount_applied,tax_amount,shipping_cost,order_status,payment_method,notes
112159,3642,2023-01-07,2023-01-11,5692.5,21.13,18.88,9.0,Pending,Cash,View media whole sit daughter concern leave.
112160,7907,2023-12-15,2023-12-25,7156.68,3.8,12.07,11.38,Pending,Debit Card,Choose sure well off through who will.
112161,9805,2023-06-11,2023-06-14,4856.95,20.43,14.55,12.99,Shipped,Debit Card,Pattern certainly tell skill.
112162,6185,2023-12-06,2023-12-14,12265.039999999999,14.67,14.06,15.77,Cancelled,PayPal,Machine far among record though provide where.
112163,3759,2023-09-10,2023-09-19,6440.62,11.67,24.85,14.11,Delivered,Credit Card,Mention account manager new.
112164,4833,2022-07-02,2022-07-07,6896.76,5.67,8.72,14.71,Returned,Cash,Argue able discover letter.
112165,1801,2024-09-03,2024-09-05,1951.2600000000002,9.0,23.33,11.42,Cancelled,Cash,Discussion main traditional former beautiful.
112166,7397,2022-04-28,2022-05-03,4240.72,23.15,5.63,9.36,Pending,PayPal,Reach nearly during entire factor through.
112167,3936,2024-09-13,2024-09-23,6262.4400000000005,9.7,11.68,13.27,Delivered,Credit Card,Thank never word ever.
112168,3142,2023-06-23,2023-06-30,2263.83,10.25,17.0,18.69,Pending,Debit Card,Defense skill style fly I responsibility unit thus.
112169,4048,2024-01-30,2024-02-02,8925.51,16.66,17.06,13.14,Returned,PayPal,Card point management others.
112170,1100,2024-09-14,2024-09-20,12514.82,8.18,20.99,16.94,Pending,PayPal,Participant perhaps single still wall research.
112171,9412,2022-05-20,2022-05-30,8187.710000000001,2.85,22.78,17.66,Shipped,PayPal,Among hundred ready key person rather within.
112172,2633,2024-10-21,2024-10-23,4822.1,18.22,24.55,19.2,Delivered,Credit Card,Center enjoy range product far.
112173,8460,2023-11-08,2023-11-16,4945.969999999999,22.4,23.8,7.78,Cancelled,Cash,Crime late relationship agency later wonder pass may.
112174,5402,2023-02-08,2023-02-17,7541.1900000000005,17.68,10.79,11.34,Cancelled,PayPal,Break window experience into drive.
112175,6947,2022-10-16,2022-10-21,10956.99,6.98,21.01,10.48,Shipped,Cash,Cover not audience during national large speech moment.
112176,1704,2022-12-05,2022-12-13,1687.74,0.81,19.16,14.76,Shipped,PayPal,Part wonder sell company size his.
112177,7513,2023-11-29,2023-12-02,4868.6900000000005,1.93,14.92,19.03,Delivered,Cash,Make first dinner organization ago card challenge.
112178,1205,2024-07-31,2024-08-10,0.0,10.04,7.41,8.52,Pending,PayPal,Commercial paper sure there artist recent song.
112179,1921,2023-09-03,2023-09-08,2384.88,3.07,19.68,15.44,Delivered,Credit Card,Will fill nation.
112180,8551,2024-09-02,2024-09-04,3007.26,12.85,23.83,5.6,Returned,PayPal,Floor make beyond Democrat represent throw occur.
112181,6303,2022-02-04,2022-02-07,993.46,29.08,16.96,8.86,Pending,PayPal,Resource leader value set group season.
112182,1347,2024-12-30,2025-01-05,4211.4,26.45,17.95,12.63,Pending,Cash,Really admit not interest rest language.
112183,4121,2024-08-30,2024-09-06,4096.99,29.23,22.5,11.47,Delivered,Debit Card,Near I surface peace movement heart because continue.
112184,2744,2022-02-23,2022-03-05,4282.26,27.25,9.86,19.37,Shipped,Credit Card,Deal short similar talk.
112185,6269,2024-05-10,2024-05-19,5652.43,14.16,23.51,9.65,Delivered,Cash,Daughter customer statement cover anyone.
112186,5008,2023-10-30,2023-11-09,2446.28,9.04,13.52,13.96,Returned,Credit Card,Cup civil hand go natural worker already.
112187,8436,2023-12-12,2023-12-17,11593.6,4.61,6.8,12.71,Shipped,PayPal,Evidence show ground surface good.
112188,6793,2022-07-16,2022-07-20,2716.12,24.63,21.88,6.86,Shipped,Cash,Maintain another approach decision head growth knowledge.
112189,2819,2022-03-03,2022-03-06,2370.32,26.04,22.93,16.15,Delivered,Credit Card,Show figure early them push of church.
112190,3583,2024-01-23,2024-02-01,5516.6,7.58,10.88,19.07,Pending,Debit Card,Produce past or often present machine require notice.
112191,6862,2022-05-08,2022-05-14,2278.1499999999996,1.74,9.63,18.67,Returned,Debit Card,Tree single often beyond education.
112192,9050,2023-08-20,2023-08-28,4997.45,19.13,20.02,18.35,Returned,Cash,Population imagine defense door gun executive others what.
112193,718,2023-03-23,2023-04-01,8582.460000000001,2.72,16.35,8.19,Returned,Debit Card,Position general director subject thousand.
112194,7263,2024-05-12,2024-05-22,2198.7799999999997,8.85,14.69,13.8,Shipped,Credit Card,Get west option cold quality go.
112195,755,2023-12-18,2023-12-23,2980.1,2.5,12.39,11.71,Returned,Cash,Traditional such claim family.
112196,5244,2024-05-28,2024-06-02,5664.59,4.74,15.56,9.55,Shipped,Credit Card,Anyone learn watch build thought article everybody.
112197,855,2022-08-11,2022-08-21,4703.13,16.28,20.9,10.43,Shipped,Cash,Moment suffer owner their certainly price.
112198,4015,2022-04-11,2022-04-13,9806.849999999999,18.07,22.41,8.81,Pending,Credit Card,Science there none read scientist outside.
112199,2976,2024-09-20,2024-09-22,13105.87,11.48,7.55,14.06,Delivered,Credit Card,Rich stuff too.
112200,7733,2023-08-25,2023-09-02,2066.72,9.53,6.17,18.07,Delivered,PayPal,Discuss them until.
112201,6959,2022-08-09,2022-08-13,5123.9,8.19,16.65,5.76,Pending,PayPal,Even behind avoid defense send total.
112202,1435,2023-07-13,2023-07-17,3346.13,7.7,23.98,17.3,Cancelled,Credit Card,Tonight sure number car.
112203,7774,2024-08-16,2024-08-23,2442.5600000000004,19.29,6.49,14.83,Pending,Debit Card,Whose say sit blood walk.
112204,6148,2022-08-03,2022-08-09,20947.61,28.73,12.14,13.02,Cancelled,Debit Card,Stuff several adult training along.
112205,2835,2022-09-23,2022-09-27,10218.939999999999,13.64,24.07,17.91,Pending,Credit Card,Same serious window.
112206,8078,2023-03-04,2023-03-10,951.56,27.86,7.71,8.49,Cancelled,PayPal,Walk wall fear challenge way me note country.
112207,5344,2023-03-20,2023-03-22,3693.16,18.12,11.87,18.48,Cancelled,PayPal,How view issue.
112208,4870,2024-06-24,2024-06-26,1830.75,13.77,14.81,16.7,Pending,Cash,Health our finish sing fast.
112209,3361,2024-06-06,2024-06-16,2062.6,20.43,5.94,9.89,Returned,PayPal,Make among answer will.
112210,4544,2024-10-14,2024-10-23,2325.39,1.46,5.3,14.22,Returned,Debit Card,Form account hospital across far continue.
112211,9463,2024-10-23,2024-11-02,5118.629999999999,5.32,14.26,8.2,Delivered,Cash,Tell middle maintain computer officer.
112212,3827,2024-04-22,2024-04-29,5114.58,3.4,12.81,6.3,Delivered,Debit Card,Ready region agency part.
112213,4890,2023-10-16,2023-10-18,10042.53,29.91,22.23,13.76,Returned,Cash,President establish morning raise game.
112214,1500,2024-02-04,2024-02-06,9515.4,16.13,12.62,11.7,Cancelled,Cash,Peace same example without.
112215,9891,2024-02-21,2024-02-24,3343.0499999999997,19.86,19.01,12.36,Returned,Cash,President represent check daughter name half.
112216,7119,2024-02-20,2024-02-26,11768.72,16.93,18.7,18.79,Cancelled,Cash,Hospital authority religious public I ten live.
112217,1748,2023-11-10,2023-11-15,4949.13,22.98,21.35,12.05,Pending,Cash,System marriage give over ball enjoy.
112218,6448,2024-04-17,2024-04-19,8952.140000000001,7.79,16.55,12.31,Shipped,Cash,Newspaper big similar increase.
112219,8291,2023-01-22,2023-01-27,4999.43,6.96,8.74,12.49,Shipped,Cash,Picture especially growth near within upon church store.
112220,9179,2023-04-08,2023-04-12,7690.5,27.33,11.5,14.83,Cancelled,Cash,Now sign agent word cup career.
112221,7549,2022-07-02,2022-07-07,2192.86,10.48,13.63,5.34,Returned,Credit Card,Reality choose raise training hundred something.
112222,9071,2023-05-15,2023-05-20,10423.96,17.61,10.94,12.8,Cancelled,Cash,Prove anyone onto perform tree.
112223,5979,2024-05-12,2024-05-15,3238.5299999999997,1.29,12.37,12.02,Cancelled,Debit Card,Stage less southern technology brother they standard.
112224,3402,2022-12-20,2022-12-23,5168.04,17.31,12.72,10.67,Cancelled,Credit Card,Where how person main report see offer.
112225,4566,2022-12-21,2022-12-23,1575.12,13.57,19.83,8.45,Cancelled,Cash,As trouble smile marriage wall scientist activity.
112226,3919,2022-07-09,2022-07-11,7792.32,8.87,7.89,6.04,Shipped,Credit Card,Marriage boy attack painting beautiful strategy defense.
112227,3462,2024-10-03,2024-10-07,5270.69,17.62,18.66,11.18,Returned,PayPal,Structure trip south board ahead moment serve.
112228,3937,2022-01-23,2022-01-27,2946.96,7.65,13.46,5.66,Cancelled,PayPal,Next stuff goal apply contain culture arm.
112229,2760,2024-06-23,2024-07-03,6579.51,2.2,10.41,17.96,Shipped,Cash,Many at drop finish hotel matter idea.
112230,3196,2023-08-23,2023-08-28,4811.95,2.27,18.97,17.7,Returned,Cash,Inside bar value policy.
112231,5541,2022-04-11,2022-04-14,3045.05,2.73,19.91,5.85,Pending,PayPal,Rest to whose now.
112232,6828,2024-11-11,2024-11-21,8270.19,25.91,22.18,15.0,Returned,Credit Card,Marriage Mr produce source beautiful democratic visit already.
112233,4709,2022-10-18,2022-10-27,2032.9,8.83,12.52,18.04,Returned,Cash,Father his economic big collection.
112234,5516,2022-01-30,2022-02-08,5871.85,27.65,8.54,9.74,Cancelled,PayPal,Health accept hot list all.
112235,6409,2023-02-09,2023-02-19,1889.8799999999999,4.69,11.12,7.02,Pending,Credit Card,Wall near serious first family hour.
112236,6917,2023-03-31,2023-04-05,3496.9700000000003,5.21,15.98,14.0,Cancelled,Debit Card,Sea natural customer white walk difficult cover Democrat.
112237,625,2022-12-20,2022-12-28,5206.52,8.12,15.47,18.06,Returned,Credit Card,Money whole group.
112238,3258,2022-03-26,2022-04-02,9136.96,25.33,23.83,8.89,Shipped,Debit Card,Purpose term process watch send.
112239,2591,2024-12-22,2024-12-29,10295.87,17.89,13.93,9.88,Cancelled,Credit Card,Central management even to.
112240,9099,2024-05-10,2024-05-13,2835.16,20.47,21.97,9.86,Returned,Credit Card,Would figure today clearly.
112241,8358,2023-01-17,2023-01-19,6789.59,12.13,15.66,14.88,Returned,Debit Card,Lose true her different final idea various.
112242,9792,2023-09-07,2023-09-11,5354.72,6.0,12.39,10.73,Pending,PayPal,Produce stand especially yourself surface.
112243,7361,2024-02-03,2024-02-08,6834.43,3.35,11.86,9.69,Shipped,Credit Card,Once mean suddenly.
112244,521,2022-10-08,2022-10-18,3032.2,28.05,20.09,17.65,Delivered,Cash,Successful great third clear foreign.
112245,2129,2024-03-14,2024-03-17,11232.19,7.59,14.57,17.05,Pending,Cash,Large address join next despite wrong bar.
112246,6240,2023-11-12,2023-11-17,5101.56,5.21,10.62,8.3,Cancelled,Debit Card,Type official program civil condition.
112247,6351,2023-12-08,2023-12-11,4724.61,4.94,24.92,19.71,Shipped,Debit Card,Traditional go carry tree expect above.
112248,5609,2023-04-27,2023-05-07,4824.75,0.11,18.48,15.3,Returned,Credit Card,Decide today ago lay little door development.
112249,4653,2023-01-21,2023-01-23,6038.46,13.02,19.9,12.73,Cancelled,Cash,Action knowledge suddenly tonight.
112250,2671,2024-08-27,2024-09-06,2345.26,28.11,15.72,19.27,Returned,Cash,Arrive ahead detail add you.
112251,2528,2024-09-17,2024-09-27,2895.4199999999996,18.96,22.0,17.24,Returned,Credit Card,Cover middle skill seat east choose conference.
112252,6010,2022-02-08,2022-02-10,5893.09,1.3,24.56,15.16,Shipped,Credit Card,Case ask those drop.
112253,2483,2022-03-30,2022-04-06,3831.8199999999997,19.9,15.23,12.95,Returned,Credit Card,Such between team official response which blood.
112254,2414,2022-10-23,2022-10-27,2151.63,27.45,22.93,13.03,Pending,PayPal,Available customer listen deal four.
112255,9076,2023-10-16,2023-10-24,1459.27,27.2,17.53,9.3,Delivered,Debit Card,Water success official provide per attack.
112256,8008,2023-10-24,2023-10-28,1462.04,6.17,8.06,9.78,Cancelled,Credit Card,Positive quickly tell seven hospital.
112257,459,2024-06-09,2024-06-17,2097.76,14.38,22.36,10.02,Shipped,Cash,Day thought ask option foot this training.
112258,9781,2024-06-14,2024-06-20,6599.88,15.21,15.42,14.27,Shipped,Cash,Crime firm among real country hit against.
112259,1961,2022-05-01,2022-05-07,8652.15,10.88,5.35,8.56,Cancelled,PayPal,Authority power manager specific crime.
112260,6136,2022-07-20,2022-07-29,6273.110000000001,27.61,14.9,5.05,Pending,PayPal,Once provide although enjoy since court yourself.
112261,6304,2022-11-22,2022-11-28,8073.2,26.06,23.11,5.77,Pending,PayPal,Throw fund his hard.
112262,9542,2022-02-18,2022-02-23,6282.58,14.52,10.94,9.12,Delivered,Credit Card,Serve sign still their great.
112263,1688,2023-01-03,2023-01-11,5769.2300000000005,27.83,10.19,18.35,Cancelled,Debit Card,Black before main us bed each range world.
112264,2686,2022-08-06,2022-08-15,5074.29,10.22,14.53,7.44,Shipped,PayPal,Treat change place his answer.
112265,8583,2024-01-07,2024-01-11,22394.920000000002,12.64,22.48,12.55,Cancelled,Cash,Must decade take management.
112266,9335,2023-08-17,2023-08-25,1515.68,25.51,5.44,7.77,Pending,Debit Card,Name hold different you drop.
112267,8673,2022-05-09,2022-05-13,6947.179999999999,25.46,6.25,7.17,Shipped,Cash,Child various letter surface language enter.
112268,8202,2024-08-21,2024-08-23,2032.75,21.58,5.97,13.77,Returned,Cash,Past magazine agree material say pick.
112269,1261,2023-06-12,2023-06-15,1524.84,1.75,12.51,15.2,Delivered,Credit Card,Story adult oil minute run.
112270,5622,2023-12-05,2023-12-12,3825.4199999999996,21.32,20.02,17.15,Pending,Cash,World it open dinner finally.
112271,3064,2022-08-04,2022-08-10,5863.65,5.94,22.7,18.88,Cancelled,PayPal,Force drive billion they any standard.
112272,4715,2022-07-02,2022-07-08,7495.01,7.88,13.43,5.83,Returned,Credit Card,Than support cultural them item little over might.
112273,8267,2022-06-20,2022-06-24,2323.87,24.22,23.32,18.38,Returned,PayPal,Me way realize laugh high.
112274,7969,2023-10-01,2023-10-03,9762.52,27.3,17.8,17.39,Delivered,Cash,Operation ago well feeling management subject cause attorney.
112275,5270,2024-08-30,2024-09-05,12988.03,20.45,14.8,13.93,Shipped,PayPal,Success under look parent issue.
112276,1464,2022-01-24,2022-01-31,2660.73,4.86,13.74,17.06,Pending,Cash,Investment most know region professor choose attorney hundred.
112277,8526,2022-05-17,2022-05-25,3985.42,19.2,14.82,19.88,Shipped,Credit Card,More long decision of next whether.
112278,5113,2022-10-14,2022-10-16,3096.54,28.9,18.63,19.21,Pending,Cash,Anything dinner five clear two.
112279,4847,2023-10-10,2023-10-13,6047.05,24.76,12.08,6.79,Returned,Credit Card,Choice others Democrat lose moment indeed.
112280,6929,2022-04-05,2022-04-10,2129.14,0.17,16.8,10.19,Pending,Debit Card,Challenge be as.
112281,4168,2022-04-25,2022-05-02,6134.360000000001,14.61,11.62,12.66,Pending,Debit Card,Long often close organization response adult form.
112282,5396,2024-09-30,2024-10-04,7238.36,4.21,7.27,13.74,Shipped,Cash,Above hold region nation conference knowledge fight those.
112283,8154,2023-12-15,2023-12-17,6797.599999999999,11.8,21.88,14.13,Returned,Cash,Training notice my five leader nearly.
112284,9916,2023-06-02,2023-06-04,1099.3200000000002,9.17,19.02,12.57,Returned,Cash,Toward phone positive maybe.
112285,827,2023-05-19,2023-05-23,4229.56,3.03,23.78,18.28,Delivered,Debit Card,Time seek figure society stage.
112286,1327,2022-07-28,2022-08-07,5534.280000000001,10.42,20.92,5.94,Returned,PayPal,Never because arrive go now something.
112287,8340,2022-09-28,2022-10-05,8086.08,9.65,18.45,18.47,Delivered,PayPal,Politics begin language cover buy professional middle.
112288,4455,2023-05-10,2023-05-16,3987.4500000000003,26.46,19.75,11.93,Returned,Cash,Assume you for art list weight.
112289,6888,2023-01-20,2023-01-24,2410.7,1.34,12.82,8.21,Pending,Debit Card,Bad example government doctor nearly.
112290,6095,2024-09-30,2024-10-05,5948.39,18.03,12.3,19.87,Returned,Credit Card,Us sport church behavior across.
112291,9109,2024-12-04,2024-12-11,5811.72,6.65,9.52,11.67,Shipped,Credit Card,Nation sound man manage.
112292,5960,2023-10-27,2023-11-06,8403.18,27.97,24.05,16.21,Shipped,Credit Card,Onto population wonder sure while century.
112293,7639,2024-05-05,2024-05-10,5770.89,13.74,16.23,18.47,Shipped,Debit Card,Price audience worry end.
112294,543,2024-01-12,2024-01-14,4759.05,29.78,22.55,12.54,Shipped,Credit Card,Whole realize about method case.
112295,8955,2024-01-28,2024-02-07,3558.4300000000003,24.77,21.24,17.83,Delivered,Debit Card,Phone better common interest left student.
112296,4639,2023-01-14,2023-01-18,6652.38,0.94,11.31,19.57,Pending,Debit Card,Should mind weight.
112297,9318,2022-05-09,2022-05-12,2536.54,12.01,9.38,18.58,Delivered,Cash,Senior vote such southern space why like large.
112298,6768,2023-02-04,2023-02-12,9088.58,27.72,17.43,16.72,Cancelled,Debit Card,Must senior important onto measure money east.
112299,8358,2022-09-01,2022-09-04,8970.78,5.49,24.24,12.53,Returned,Cash,Different big field drop measure be network.
112300,6684,2023-09-07,2023-09-16,4320.13,16.39,18.11,9.12,Pending,Debit Card,Music next effect those question develop.
112301,6868,2024-11-11,2024-11-18,5275.950000000001,28.77,16.84,13.9,Shipped,Credit Card,Network receive expert continue leader third.
112302,9242,2022-04-14,2022-04-17,6736.3099999999995,0.7,22.11,5.88,Delivered,Cash,Director evidence religious region.
112303,8550,2024-09-30,2024-10-03,9904.02,6.49,14.34,10.01,Pending,Debit Card,Color science local before.
112304,3316,2023-03-27,2023-04-02,9456.93,21.42,16.95,14.7,Pending,Debit Card,Resource could down image professor trouble front.
112305,2471,2022-04-13,2022-04-18,4192.9400000000005,3.54,15.0,8.32,Cancelled,PayPal,Manager reflect manage against very foreign all.
112306,4802,2024-12-19,2024-12-22,1784.7599999999998,4.27,10.15,12.51,Delivered,Debit Card,Learn red child with.
112307,8728,2024-10-15,2024-10-20,7111.1900000000005,18.65,23.95,14.66,Pending,Credit Card,Story doctor order commercial PM show one six.
112308,9141,2023-05-03,2023-05-05,6667.0199999999995,7.31,23.65,13.58,Returned,Debit Card,Five century most particular house do.
112309,1136,2023-12-24,2023-12-28,4791.139999999999,18.17,20.99,17.07,Returned,Credit Card,Policy by my son.
112310,897,2023-02-21,2023-03-03,2733.18,17.01,9.27,7.75,Delivered,Credit Card,Along visit seven no mouth break.
112311,6818,2022-09-16,2022-09-24,6293.61,0.8,9.64,13.99,Cancelled,Debit Card,Rate movie technology enough miss other music.
112312,7618,2022-11-06,2022-11-11,7738.42,27.62,8.42,5.04,Shipped,PayPal,Soldier art station order theory.
112313,2113,2023-07-09,2023-07-12,6248.34,9.05,22.01,17.39,Shipped,Credit Card,Hope window over bit public truth.
112314,5809,2024-05-05,2024-05-09,14915.89,26.73,15.85,18.33,Cancelled,Debit Card,Allow on building ten spend.
112315,6279,2022-11-16,2022-11-25,7228.18,28.22,14.06,14.8,Pending,Cash,Majority few best travel east doctor collection during.
112316,6942,2023-09-24,2023-10-01,2285.56,14.2,9.55,10.54,Cancelled,Debit Card,Trade fast hospital government great near.
112317,1990,2022-11-15,2022-11-21,436.04,7.79,7.88,8.98,Pending,PayPal,Eat child leg day.
112318,5248,2024-07-24,2024-08-03,5411.51,8.11,23.0,8.31,Cancelled,Credit Card,Man all race boy degree.
112319,7918,2024-11-27,2024-12-05,15095.740000000002,18.11,6.83,10.37,Cancelled,Cash,Full television about left.
112320,9333,2024-06-03,2024-06-13,10047.96,23.86,23.92,12.77,Cancelled,Cash,Money near buy remain.
112321,3221,2022-05-23,2022-05-29,4376.45,23.41,17.09,17.99,Delivered,PayPal,Me help player.
112322,8390,2022-03-19,2022-03-25,1914.58,20.32,21.54,14.39,Shipped,Debit Card,Identify each whole.
112323,5892,2022-09-13,2022-09-23,3954.23,14.93,12.37,15.93,Cancelled,Cash,Whose situation little by pretty manager.
112324,1554,2024-10-28,2024-11-04,9832.38,21.65,9.98,9.08,Returned,Debit Card,Program respond special consumer gas.
112325,6371,2024-07-01,2024-07-04,4538.25,19.76,14.62,10.43,Returned,PayPal,Let apply fire after loss environmental.
112326,8263,2023-03-17,2023-03-27,10417.82,20.07,22.61,13.83,Pending,Debit Card,Central plan peace strategy.
112327,5187,2024-09-07,2024-09-10,9682.76,2.88,13.37,15.8,Pending,Cash,Car happen adult style.
112328,1157,2022-08-25,2022-08-31,5877.25,0.78,5.02,11.32,Returned,PayPal,Second born affect beat.
112329,6073,2022-10-10,2022-10-14,865.5,26.6,22.08,6.76,Shipped,Cash,Marriage project only usually cold.
112330,2889,2022-05-01,2022-05-11,5844.88,13.47,10.68,8.1,Returned,Credit Card,Reveal all radio music herself add.
112331,9520,2024-03-23,2024-03-30,6690.94,14.82,18.68,8.4,Shipped,Debit Card,Note physical test individual despite.
112332,1553,2023-07-24,2023-08-01,3646.41,14.54,18.53,5.35,Returned,Credit Card,Result reach difficult.
112333,7141,2022-08-09,2022-08-13,1385.46,23.28,23.56,9.71,Returned,Debit Card,His age environment yard his.
112334,8212,2023-05-21,2023-05-28,8528.220000000001,29.56,10.8,6.72,Returned,Cash,Article rate reality over student old.
112335,7134,2023-02-17,2023-02-19,77.91,21.06,24.49,19.71,Cancelled,PayPal,Customer hit above institution culture.
112336,7140,2023-07-08,2023-07-11,648.18,17.02,6.58,19.94,Returned,Cash,Environmental rather notice through.
112337,4942,2022-09-25,2022-10-01,8529.5,28.1,9.5,10.89,Shipped,Credit Card,Between above floor national recently product.
112338,1431,2024-01-29,2024-02-07,1344.49,2.7,8.85,14.61,Delivered,Cash,Eat scene them south according close vote.
112339,21,2023-05-28,2023-06-05,4071.69,6.66,23.53,11.45,Pending,Cash,Use Congress since risk task method wife.
112340,2466,2024-07-24,2024-07-29,10492.1,20.15,9.71,16.29,Delivered,PayPal,Home a issue pull factor professor put.
112341,6287,2024-05-01,2024-05-10,4199.639999999999,12.74,20.51,9.81,Shipped,Credit Card,Argue minute manage wrong cold thousand run.
112342,4211,2024-03-28,2024-04-02,6125.110000000001,2.66,17.34,16.54,Shipped,Debit Card,Available popular part appear attack me letter model.
112343,1017,2024-10-24,2024-10-28,2822.56,17.84,12.79,12.58,Returned,PayPal,Whole decade child.
112344,9567,2023-01-26,2023-01-30,95.35,12.28,13.72,18.11,Returned,PayPal,Seat firm Democrat paper.
112345,7653,2022-12-14,2022-12-24,5931.24,4.55,16.25,9.56,Pending,Cash,Very well contain.
112346,9861,2024-04-27,2024-04-29,2086.98,7.62,17.96,13.26,Returned,Debit Card,Beyond once camera painting analysis.
112347,8849,2022-09-07,2022-09-10,7359.04,1.47,8.21,15.92,Delivered,PayPal,Sound head I only level everyone picture.
112348,1656,2024-08-25,2024-09-04,3258.88,22.82,14.65,14.4,Pending,Credit Card,Read staff born story million light serious win.
112349,6898,2024-04-20,2024-04-27,5159.75,5.22,16.48,7.16,Shipped,Debit Card,Common any few cell certain member provide.
112350,45,2023-01-05,2023-01-11,2437.5,2.89,22.39,18.38,Cancelled,Debit Card,Ground keep player personal education seem support.
112351,2857,2022-04-21,2022-04-28,6276.45,20.05,12.08,14.84,Pending,Debit Card,Sister either pull mother federal throw.
112352,6123,2024-02-18,2024-02-24,279.42,17.11,15.16,14.93,Delivered,PayPal,Hit pretty all political tax challenge actually.
112353,8547,2024-03-24,2024-04-02,4191.27,4.44,20.9,15.19,Returned,PayPal,Really machine knowledge few system size give.
112354,8375,2023-08-03,2023-08-06,7915.62,16.68,23.77,11.41,Cancelled,PayPal,Maintain member assume data.
112355,6450,2024-05-15,2024-05-19,6821.349999999999,10.82,13.85,15.92,Cancelled,PayPal,Learn any must.
112356,264,2023-11-01,2023-11-09,5822.46,22.28,7.74,5.05,Delivered,Debit Card,Beyond goal box show ago great.
112357,2676,2022-09-23,2022-10-02,8929.310000000001,13.55,18.53,10.46,Delivered,Cash,Local word his drop author.
112358,3853,2022-01-04,2022-01-13,6433.53,16.11,19.34,9.65,Returned,Credit Card,Use light walk in vote.
112359,5113,2022-05-31,2022-06-06,8411.689999999999,3.68,8.33,6.27,Pending,Credit Card,Open concern door provide.
112360,6266,2024-05-14,2024-05-23,3965.95,3.37,12.67,9.36,Shipped,Debit Card,Attention past authority southern himself room.
112361,1486,2022-01-19,2022-01-27,3360.2799999999997,1.74,11.93,9.0,Pending,PayPal,Tonight center consider fight despite keep detail.
112362,9101,2022-04-24,2022-05-02,1988.58,6.95,18.06,12.28,Cancelled,Credit Card,Affect conference number heavy like statement.
112363,1697,2023-05-13,2023-05-16,2444.9700000000003,27.04,6.65,18.87,Returned,Credit Card,Activity decade possible leg a foot fish member.
112364,1508,2022-07-16,2022-07-24,4075.21,24.94,18.58,19.52,Pending,Debit Card,Job fear series truth brother require team.
112365,5282,2022-12-19,2022-12-23,4637.03,20.37,5.78,12.9,Cancelled,PayPal,Serious although leg image matter matter radio.
112366,5399,2024-06-12,2024-06-16,2518.58,8.73,5.25,11.12,Delivered,PayPal,Sure develop someone.
112367,9946,2024-05-28,2024-05-31,2189.48,12.71,12.67,12.43,Delivered,Credit Card,Sing summer former skill learn.
112368,4118,2022-11-16,2022-11-22,4519.28,29.93,8.74,6.82,Cancelled,Cash,Republican former fast bad prevent during business.
112369,8690,2022-06-03,2022-06-09,7291.660000000001,28.4,21.22,7.03,Pending,Debit Card,Rather notice car vote its scientist.
112370,8200,2024-03-18,2024-03-21,8188.37,27.36,15.88,19.16,Pending,Debit Card,Particularly central need factor.
112371,890,2024-09-17,2024-09-25,6580.96,5.92,12.48,11.31,Delivered,Credit Card,Whom notice reflect system.
112372,6802,2024-04-29,2024-05-01,10982.849999999999,20.92,5.84,18.68,Returned,Cash,Ever teacher game address.
112373,2452,2022-01-23,2022-01-30,2854.7200000000003,3.44,12.7,5.83,Pending,PayPal,Few blue travel by nearly nation collection.
112374,692,2022-02-20,2022-02-24,1438.76,28.25,18.25,6.19,Returned,Cash,Compare challenge window old scientist sister.
112375,9232,2023-04-22,2023-05-02,3552.11,3.99,18.51,10.02,Cancelled,PayPal,Girl spring research sport.
112376,9070,2023-11-09,2023-11-14,6883.53,0.24,13.16,12.06,Cancelled,PayPal,Rise recent hear although rule actually start maybe.
112377,5681,2024-08-28,2024-09-06,4060.75,0.99,9.99,18.17,Pending,Cash,Star per their money mean team feeling cup.
112378,7272,2024-09-19,2024-09-23,4498.95,25.73,8.24,15.14,Returned,Credit Card,Toward safe measure new.
112379,4262,2022-03-21,2022-03-30,6640.94,25.34,24.64,13.34,Shipped,Credit Card,Policy particularly himself notice fund bank.
112380,3730,2023-11-14,2023-11-22,2664.43,12.59,8.01,5.13,Returned,PayPal,Thank mention natural social establish myself from.
112381,600,2022-01-08,2022-01-11,9927.56,26.02,12.68,6.28,Delivered,Credit Card,Past avoid company increase.
112382,7817,2024-02-18,2024-02-20,490.3,27.55,7.24,13.1,Shipped,PayPal,Receive to music than mission address week commercial.
112383,2128,2024-07-21,2024-07-31,3876.71,27.15,21.9,18.59,Pending,Cash,Public this society rather rock unit either reach.
112384,9105,2022-05-13,2022-05-22,3579.3900000000003,18.09,20.33,10.28,Cancelled,Credit Card,More minute statement style truth either trouble despite.
112385,282,2024-06-13,2024-06-19,1722.09,22.03,11.46,17.95,Cancelled,Credit Card,Tend same simple cold.
112386,9749,2022-09-10,2022-09-15,1446.95,28.8,16.03,17.67,Cancelled,Debit Card,Know because change partner.
112387,1075,2022-09-01,2022-09-05,0.0,3.08,13.41,12.05,Delivered,PayPal,Success especially true industry prepare work growth.
112388,7762,2023-08-01,2023-08-03,6049.43,15.28,13.76,6.81,Pending,Cash,Simply sit group run analysis tree.
112389,9099,2022-02-27,2022-03-02,2246.3,7.1,7.75,17.77,Pending,Credit Card,Major decision majority sort window positive.
112390,6941,2024-03-19,2024-03-27,5353.3,14.31,14.41,18.29,Cancelled,Cash,Down station use traditional.
